# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	STRUCTURE
1273	153_fart	fart	Dashi	Dashi	fv31	fv31	f v/ʯ ³¹		1159	26.3530106	100.1930442		i n t
1274	153_fart	fart	Mazhelong	Mazhelong	[pʰi21]	pʰi21	pʰ i ²¹		1159	24.1677209	104.1950232		i n t
#
1275	218_father	father	ProtoBai	Proto-Bai	bo2	bo2	b o ²		1217				i n t
1276	218_father	father	Tuoluo	Tuoluo	bo33	bo33	b o ³³	tuol1234	1217	23.3833337	102.1839821		i n t
#
1277	118_femalegenitals	female genitals	ProtoBai	Proto-Bai	pri4	pri4	p r i ⁴						i m n t
1278	118_femalegenitals	female genitals	Tuoluo	Tuoluo	tɕyi42	tɕyi42	tɕ y/ɥ i ⁴²	tuol1234		23.3833337	102.1839821		i m n t
1279	118_femalegenitals	female genitals	Gongxing	Gongxing	tɕy24	tɕy24	tɕ y ²⁴			27.0852794	99.1652452		i n t
1280	118_femalegenitals	female genitals	Enqi	Enqi	pi55	pi55	p i ⁵⁵	enqi1234		26.4738155	99.1189832		i n t
1281	118_femalegenitals	female genitals	Ega	Ega	tɕyi44	tɕyi44	tɕ y/ɥ i ⁴⁴	egab1234		26.4858945	98.8528962		i m n t
1282	118_femalegenitals	female genitals	Jinman	Jinman	tɕyi55	tɕyi55	tɕ y/ɥ i ⁵⁵	nuji1238		26.4154856	99.1285952		i m n t
1283	118_femalegenitals	female genitals	Jinxing	Jinxing	pi44	pi44	p i ⁴⁴			24.9259218	103.1237482		i n t
1284	118_femalegenitals	female genitals	Dashi	Dashi	pi44	pi44	p i ⁴⁴			26.3530106	100.1930442		i n t
1285	118_femalegenitals	female genitals	Mazhelong	Mazhelong	pʰi55 (phi55 in Wang 2006, guess this is a mistake)	pʰi55	pʰ i ⁵⁵			24.1677209	104.1950232		i n t
#
1286	623_fertilizermanure	fertilizer; manure	ProtoBai	Proto-Bai	tɕʰi1	tɕʰi1	tɕʰ i ¹		2057				i n t
1287	623_fertilizermanure	fertilizer; manure	Tuoluo	Tuoluo	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	tuol1234	2057	23.3833337	102.1839821		i n t
1288	623_fertilizermanure	fertilizer; manure	Gongxing	Gongxing	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵		2057	27.0852794	99.1652452		i n t
1289	623_fertilizermanure	fertilizer; manure	Enqi	Enqi	tɕʰi24	tɕʰi24	tɕʰ i ²⁴	enqi1234	2057	26.4738155	99.1189832		i n t
1290	623_fertilizermanure	fertilizer; manure	Ega	Ega	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	egab1234	2057	26.4858945	98.8528962		i n t
1291	623_fertilizermanure	fertilizer; manure	Jinman	Jinman	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	nuji1238	2057	26.4154856	99.1285952		i n t
1292	623_fertilizermanure	fertilizer; manure	Jinxing	Jinxing	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵		2057	24.9259218	103.1237482		i n t
1293	623_fertilizermanure	fertilizer; manure	Dashi	Dashi	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵		2057	26.3530106	100.1930442		i n t
1294	623_fertilizermanure	fertilizer; manure	Zhoucheng	Zhoucheng	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	zhou1234	2057	25.8958826	100.0988062		i n t
1295	623_fertilizermanure	fertilizer; manure	Mazhelong	Mazhelong	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵		2057	24.1677209	104.1950232		i n t
#
1296	1234_fight	fight	ProtoBai	Proto-Bai	tæŋ4	tæŋ4	t æ ŋ ⁴		1423				i n c t
1297	1234_fight	fight	Tuoluo	Tuoluo	tɔ42	tɔ42	t ɔ ⁴²	tuol1234	1423	23.3833337	102.1839821		i n t
1298	1234_fight	fight	Gongxing	Gongxing	taŋ24	taŋ24	t a ŋ ²⁴		1423	27.0852794	99.1652452		i n c t
1299	1234_fight	fight	Enqi	Enqi	(sa24tsa55)	sa24tsa55	s a ²⁴ + ts a ⁵⁵	enqi1234	1423	26.4738155	99.1189832		i n t + i n t
1300	1234_fight	fight	Ega	Ega	(so55qa21)	so55qa21	s o ⁵⁵ + q a ²¹	egab1234	1423	26.4858945	98.8528962		i n t + i n t
1301	1234_fight	fight	Jinman	Jinman	(so55qã42)	so55qã42	s o ⁵⁵ + q ã ⁴²	nuji1238	1423	26.4154856	99.1285952		i n t + i n t
1302	1234_fight	fight	Jinxing	Jinxing	tan44	tan44	t a n ⁴⁴		1423	24.9259218	103.1237482		i n c t
1303	1234_fight	fight	Dashi	Dashi	tɚ̃44	tɚ̃44	t ɚ/ə̃ ⁴⁴		1423	26.3530106	100.1930442		i n t
1304	1234_fight	fight	Zhoucheng	Zhoucheng	tɛ44	tɛ44	t ɛ ⁴⁴	zhou1234	1423	25.8958826	100.0988062		i n t
1305	1234_fight	fight	Mazhelong	Mazhelong	tɚ̃44	tɚ̃44	t ɚ/ə̃ ⁴⁴		1423	24.1677209	104.1950232		i n t
#
1306	1194_fillabowlwithrice	fill (a bowl with rice)	ProtoBai	Proto-Bai	qɯ1	qɯ1	q ɯ ¹		2006				i n t
1307	1194_fillabowlwithrice	fill (a bowl with rice)	Tuoluo	Tuoluo	qɚ55	qɚ55	q ɚ/ə ⁵⁵	tuol1234	2006	23.3833337	102.1839821		i n t
1308	1194_fillabowlwithrice	fill (a bowl with rice)	Gongxing	Gongxing	qe55	qe55	q e ⁵⁵		2006	27.0852794	99.1652452		i n t
1309	1194_fillabowlwithrice	fill (a bowl with rice)	Enqi	Enqi	qɯ24	qɯ24	q ɯ ²⁴	enqi1234	2006	26.4738155	99.1189832		i n t
1310	1194_fillabowlwithrice	fill (a bowl with rice)	Ega	Ega	qɯ55	qɯ55	q ɯ ⁵⁵	egab1234	2006	26.4858945	98.8528962		i n t
1311	1194_fillabowlwithrice	fill (a bowl with rice)	Jinman	Jinman	qɯ55	qɯ55	q ɯ ⁵⁵	nuji1238	2006	26.4154856	99.1285952		i n t
1312	1194_fillabowlwithrice	fill (a bowl with rice)	Jinxing	Jinxing	kɯ55	kɯ55	k ɯ ⁵⁵		2006	24.9259218	103.1237482		i n t
1313	1194_fillabowlwithrice	fill (a bowl with rice)	Dashi	Dashi	kɯ35	kɯ35	k ɯ ³⁵		2006	26.3530106	100.1930442		i n t
1314	1194_fillabowlwithrice	fill (a bowl with rice)	Zhoucheng	Zhoucheng	kɯ35	kɯ35	k ɯ ³⁵	zhou1234	2006	25.8958826	100.0988062		i n t
1315	1194_fillabowlwithrice	fill (a bowl with rice)	Mazhelong	Mazhelong	kǝ55	kǝ55	k ə ⁵⁵		2006	24.1677209	104.1950232		i n t
#
1316	109_finger	finger	ProtoBai	Proto-Bai	hand+tsri2	sʰrɯ2+tsri2	sʰ r ɯ ² + ts r i ²		1303				i m n t + i m n t
1317	109_finger	finger	Tuoluo	Tuoluo	ɕɨɯ33tʂɚ33	ɕɨɯ33tʂɚ33	ɕ ɨ/j ɯ ³³ + ʈʂ ɚ/ə ³³	tuol1234	1303	23.3833337	102.1839821		i m n t + i n t
1318	109_finger	finger	Gongxing	Gongxing	ʂi22tʂi22	ʂi22tʂi22	ʂ i ²² + ʈʂ i ²²		1303	27.0852794	99.1652452		i n t + i n t
1319	109_finger	finger	Enqi	Enqi	ɕiɯ22tsɿ22	ɕiɯ22tsɿ22	ɕ i/j ɯ ²² + ts ɿ ²²	enqi1234	1303	26.4738155	99.1189832		i m n t + i n t
1320	109_finger	finger	Ega	Ega	ɕi22tsɛ22	ɕi22tsɛ22	ɕ i ²² + ts ɛ ²²	egab1234	1303	26.4858945	98.8528962		i n t + i n t
1321	109_finger	finger	Jinman	Jinman	ɕi22tʂɚ22	ɕi22tʂɚ22	ɕ i ²² + ʈʂ ɚ/ə ²²	nuji1238	1303	26.4154856	99.1285952		i n t + i n t
1322	109_finger	finger	Jinxing	Jinxing	sɯ33tsi33	sɯ33tsi33	s ɯ ³³ + ts i ³³		1303	24.9259218	103.1237482		i n t + i n t
1323	109_finger	finger	Dashi	Dashi	ʂɯ33ti31	ʂɯ33ti31	ʂ ɯ ³³ + t i ³¹		1303	26.3530106	100.1930442		i n t + i n t
1324	109_finger	finger	Zhoucheng	Zhoucheng	sɯ33tsi33	sɯ33tsi33	s ɯ ³³ + ts i ³³	zhou1234	1303	25.8958826	100.0988062		i n t + i n t
1325	109_finger	finger	Mazhelong	Mazhelong	sǝɯ33tsi44	sǝɯ33tsi44	s əɯ ³³ + ts i ⁴⁴		1303	24.1677209	104.1950232		i n t + i n t
#
1326	18_fire	fire	ProtoBai	Proto-Bai	xui2	xui2	x u/w i ²		221				i m n t
1327	18_fire	fire	Tuoluo	Tuoluo	xue33	xue33	x u/w e ³³	tuol1234	221	23.3833337	102.1839821		i m n t
1328	18_fire	fire	Gongxing	Gongxing	xuɛ22	xuɛ22	x u/w ɛ ²²		221	27.0852794	99.1652452		i m n t
1329	18_fire	fire	Enqi	Enqi	xui22	xui22	x u/w i ²²	enqi1234	221	26.4738155	99.1189832		i m n t
1330	18_fire	fire	Ega	Ega	fi22	fi22	f i ²²	egab1234	221	26.4858945	98.8528962		i n t
1331	18_fire	fire	Jinman	Jinman	fi22	fi22	f i ²²	nuji1238	221	26.4154856	99.1285952		i n t
1332	18_fire	fire	Jinxing	Jinxing	xui33	xui33	x u/w i ³³		221	24.9259218	103.1237482		i m n t
1333	18_fire	fire	Dashi	Dashi	xui33	xui33	x u/w i ³³		221	26.3530106	100.1930442		i m n t
1334	18_fire	fire	Zhoucheng	Zhoucheng	xui33	xui33	x u/w i ³³	zhou1234	221	25.8958826	100.0988062		i m n t
1335	18_fire	fire	Mazhelong	Mazhelong	fi33	fi33	f i ³³		221	24.1677209	104.1950232		i n t
#
1336	534_firewood	firewood	ProtoBai	Proto-Bai	sjen1	sjen1	s j e n ¹		10				i m n c t
1337	534_firewood	firewood	Tuoluo	Tuoluo	ɕien55	ɕien55	ɕ i/j e n ⁵⁵	tuol1234	10	23.3833337	102.1839821		i m n c t
1338	534_firewood	firewood	Gongxing	Gongxing	χien55	χien55	χ i/j e n ⁵⁵		10	27.0852794	99.1652452		i m n c t
1339	534_firewood	firewood	Enqi	Enqi	si24	si24	s i ²⁴	enqi1234	10	26.4738155	99.1189832		i n t
1340	534_firewood	firewood	Ega	Ega	sɛ55	sɛ55	s ɛ ⁵⁵	egab1234	10	26.4858945	98.8528962		i n t
1341	534_firewood	firewood	Jinman	Jinman	sẽ55	sẽ55	s ẽ ⁵⁵	nuji1238	10	26.4154856	99.1285952		i n t
1342	534_firewood	firewood	Jinxing	Jinxing	ɕien55	ɕien55	ɕ i/j e n ⁵⁵		10	24.9259218	103.1237482		i m n c t
1343	534_firewood	firewood	Dashi	Dashi	ɕien55	ɕien55	ɕ i/j e n ⁵⁵		10	26.3530106	100.1930442		i m n c t
1344	534_firewood	firewood	Zhoucheng	Zhoucheng	ɕi35	ɕi35	ɕ i ³⁵	zhou1234	10	25.8958826	100.0988062		i n t
1345	534_firewood	firewood	Mazhelong	Mazhelong	ɕen55	ɕen55	ɕ e n ⁵⁵		10	24.1677209	104.1950232		i n c t
#
1346	351_fish	fish	ProtoBai	Proto-Bai	ŋo1a	ŋo1a	ŋ o 1a/¹		227				i n t
1347	351_fish	fish	Tuoluo	Tuoluo	ŋv55	ŋv55	ŋ v/ʯ ⁵⁵	tuol1234	227	23.3833337	102.1839821		i n t
1348	351_fish	fish	Gongxing	Gongxing	ŋo55	ŋo55	ŋ o ⁵⁵		227	27.0852794	99.1652452		i n t
1349	351_fish	fish	Enqi	Enqi	ŋo24	ŋo24	ŋ o ²⁴	enqi1234	227	26.4738155	99.1189832		i n t
1350	351_fish	fish	Ega	Ega	ŋu55	ŋu55	ŋ u ⁵⁵	egab1234	227	26.4858945	98.8528962		i n t
1351	351_fish	fish	Jinman	Jinman	ŋu55	ŋu55	ŋ u ⁵⁵	nuji1238	227	26.4154856	99.1285952		i n t
1352	351_fish	fish	Jinxing	Jinxing	ṃ55	ṃ55	m ə m̩/m ⁵⁵		227	24.9259218	103.1237482		i n c t
1353	351_fish	fish	Dashi	Dashi	võ35	võ35	v õ ³⁵		227	26.3530106	100.1930442		i n t
1354	351_fish	fish	Zhoucheng	Zhoucheng	ŋo35	ŋo35	ŋ o ³⁵	zhou1234	227	25.8958826	100.0988062		i n t
1355	351_fish	fish	Mazhelong	Mazhelong	oŋ55	oŋ55	o ŋ ⁵⁵		227	24.1677209	104.1950232		n c t
#
1356	801_five	five	ProtoBai	Proto-Bai	ŋu2	ŋu2	ŋ u ²		493				i n t
1357	801_five	five	Tuoluo	Tuoluo	ŋv33	ŋv33	ŋ v/ʯ ³³	tuol1234	493	23.3833337	102.1839821		i n t
1358	801_five	five	Gongxing	Gongxing	ŋo22	ŋo22	ŋ o ²²		493	27.0852794	99.1652452		i n t
1359	801_five	five	Enqi	Enqi	ŋu22	ŋu22	ŋ u ²²	enqi1234	493	26.4738155	99.1189832		i n t
1360	801_five	five	Ega	Ega	ŋu22	ŋu22	ŋ u ²²	egab1234	493	26.4858945	98.8528962		i n t
1361	801_five	five	Jinman	Jinman	ŋu22	ŋu22	ŋ u ²²	nuji1238	493	26.4154856	99.1285952		i n t
1362	801_five	five	Jinxing	Jinxing	ṽ33	ṽ33	ṽ/ʯ̃ ³³		493	24.9259218	103.1237482		n t
1363	801_five	five	Dashi	Dashi	õ33	õ33	õ ³³		493	26.3530106	100.1930442		n t
1364	801_five	five	Zhoucheng	Zhoucheng	mu33	mu33	m u ³³	zhou1234	493	25.8958826	100.0988062		i n t
1365	801_five	five	Mazhelong	Mazhelong	ŋ̍33 (added the character for vocalic consonants, not displayed in Wang 2006)	ŋ̍33	ŋ̍/ŋ */ə ŋ ³³		493	24.1677209	104.1950232		i n c t
#
1366	1643_flingtoss	fling; toss	ProtoBai	Proto-Bai	sreŋ1	sreŋ1	s r e ŋ ¹		1456				i m n c t
1367	1643_flingtoss	fling; toss	Tuoluo	Tuoluo	ʂɚ̃55	ʂɚ̃55	ʂ ɚ/ə̃ ⁵⁵	tuol1234	1456	23.3833337	102.1839821		i n t
1368	1643_flingtoss	fling; toss	Gongxing	Gongxing	ʂi55	ʂi55	ʂ i ⁵⁵		1456	27.0852794	99.1652452		i n t
1369	1643_flingtoss	fling; toss	Enqi	Enqi	sɿ24	sɿ24	s ɿ ²⁴	enqi1234	1456	26.4738155	99.1189832		i n t
1370	1643_flingtoss	fling; toss	Ega	Ega	sɛ55	sɛ55	s ɛ ⁵⁵	egab1234	1456	26.4858945	98.8528962		i n t
1371	1643_flingtoss	fling; toss	Jinman	Jinman	ʂɚ̃55	ʂɚ̃55	ʂ ɚ/ə̃ ⁵⁵	nuji1238	1456	26.4154856	99.1285952		i n t
1372	1643_flingtoss	fling; toss	Jinxing	Jinxing	san55	san55	s a n ⁵⁵		1456	24.9259218	103.1237482		i n c t
1373	1643_flingtoss	fling; toss	Dashi	Dashi	(ju33)	ju33	j u ³³		1456	26.3530106	100.1930442		m n t
1374	1643_flingtoss	fling; toss	Mazhelong	Mazhelong	[suɛ42]	suɛ42	s u/w ɛ ⁴²		1456	24.1677209	104.1950232		i m n t
#
1375	1553_float	float	ProtoBai	Proto-Bai	bɯ1	bɯ1	b ɯ ¹		1574				i n t
1376	1553_float	float	Tuoluo	Tuoluo	bɯ35	bɯ35	b ɯ ³⁵	tuol1234	1574	23.3833337	102.1839821		i n t
1377	1553_float	float	Gongxing	Gongxing	bu12	bu12	b u ¹²		1574	27.0852794	99.1652452		i n t
1378	1553_float	float	Enqi	Enqi	bɯ21	bɯ21	b ɯ ²¹	enqi1234	1574	26.4738155	99.1189832		i n t
1379	1553_float	float	Ega	Ega	pɯ21	pɯ21	p ɯ ²¹	egab1234	1574	26.4858945	98.8528962		i n t
1380	1553_float	float	Jinman	Jinman	pɯ21	pɯ21	p ɯ ²¹	nuji1238	1574	26.4154856	99.1285952		i n t
1381	1553_float	float	Jinxing	Jinxing	pɯ21	pɯ21	p ɯ ²¹		1574	24.9259218	103.1237482		i n t
1382	1553_float	float	Dashi	Dashi	pu21	pu21	p u ²¹		1574	26.3530106	100.1930442		i n t
1383	1553_float	float	Zhoucheng	Zhoucheng	pɯ21	pɯ21	p ɯ ²¹	zhou1234	1574	25.8958826	100.0988062		i n t
1384	1553_float	float	Mazhelong	Mazhelong	pǝɯ21	pǝɯ21	p əɯ ²¹		1574	24.1677209	104.1950232		i n t
#
1385	1318_fly	fly	ProtoBai	Proto-Bai	pje1	pje1	p j e ¹		1441				i m n t
1386	1318_fly	fly	Tuoluo	Tuoluo	fɚ55	fɚ55	f ɚ/ə ⁵⁵	tuol1234	1441	23.3833337	102.1839821		i n t
1387	1318_fly	fly	Gongxing	Gongxing	pfu55	pfu55	pf u ⁵⁵		1441	27.0852794	99.1652452		i n t
1388	1318_fly	fly	Enqi	Enqi	fE24	fE24	f ᴇ/ɛ ²⁴	enqi1234	1441	26.4738155	99.1189832		i n t
1389	1318_fly	fly	Ega	Ega	xuɛ55	xuɛ55	x u/w ɛ ⁵⁵	egab1234	1441	26.4858945	98.8528962		i m n t
1390	1318_fly	fly	Jinman	Jinman	fi55	fi55	f i ⁵⁵	nuji1238	1441	26.4154856	99.1285952		i n t
1391	1318_fly	fly	Jinxing	Jinxing	fv55	fv55	f v/ʯ ⁵⁵		1441	24.9259218	103.1237482		i n t
1392	1318_fly	fly	Dashi	Dashi	fv35	fv35	f v/ʯ ³⁵		1441	26.3530106	100.1930442		i n t
1393	1318_fly	fly	Zhoucheng	Zhoucheng	fv35	fv35	f v/ʯ ³⁵	zhou1234	1441	25.8958826	100.0988062		i n t
1394	1318_fly	fly	Mazhelong	Mazhelong	pi55	pi55	p i ⁵⁵		1441	24.1677209	104.1950232		i n t
#
1395	103_foot	foot	ProtoBai	Proto-Bai	ko4	ko4	k o ⁴		1301				i n t
1396	103_foot	foot	Tuoluo	Tuoluo	ko42	ko42	k o ⁴²	tuol1234	1301	23.3833337	102.1839821		i n t
1397	103_foot	foot	Gongxing	Gongxing	ku24	ku24	k u ²⁴		1301	27.0852794	99.1652452		i n t
1398	103_foot	foot	Enqi	Enqi	ku55	ku55	k u ⁵⁵	enqi1234	1301	26.4738155	99.1189832		i n t
1399	103_foot	foot	Ega	Ega	ku44	ku44	k u ⁴⁴	egab1234	1301	26.4858945	98.8528962		i n t
1400	103_foot	foot	Jinman	Jinman	ko55	ko55	k o ⁵⁵	nuji1238	1301	26.4154856	99.1285952		i n t
1401	103_foot	foot	Jinxing	Jinxing	kou44	kou44	k ou ⁴⁴		1301	24.9259218	103.1237482		i n t
1402	103_foot	foot	Dashi	Dashi	kou44	kou44	k ou ⁴⁴		1301	26.3530106	100.1930442		i n t
1403	103_foot	foot	Zhoucheng	Zhoucheng	ko44	ko44	k o ⁴⁴	zhou1234	1301	25.8958826	100.0988062		i n t
1404	103_foot	foot	Mazhelong	Mazhelong	ko44	ko44	k o ⁴⁴		1301	24.1677209	104.1950232		i n t
#
1405	50_forest	forest	ProtoBai	Proto-Bai	trɚ+group	ɕui2	ɕ u/w i ²		420				i m n t
1406	50_forest	forest	Tuoluo	Tuoluo	diɯ21koŋ⁰	diɯ21koŋ⁰	d i/j ɯ ²¹ + k o ŋ ⁰	tuol1234	420	23.3833337	102.1839821		i m n t + i n c t
1407	50_forest	forest	Gongxing	Gongxing	dʐi12goŋ55	dʐi12goŋ55	ɖʐ i ¹² + g o ŋ ⁵⁵		420	27.0852794	99.1652452		i n t + i n c t
1408	50_forest	forest	Enqi	Enqi	diɯ43kɯ43	diɯ43kɯ43	d i/j ɯ ⁴³ + k ɯ ⁴³	enqi1234	420	26.4738155	99.1189832		i m n t + i n t
1409	50_forest	forest	Ega	Ega	dʑi42kɯ42	dʑi42kɯ42	dʑ i ⁴² + k ɯ ⁴²	egab1234	420	26.4858945	98.8528962		i n t + i n t
1410	50_forest	forest	Jinman	Jinman	ɖɯ42kɯ̃42	ɖɯ42kɯ̃42	ɖ ɯ ⁴² + k ɯ̃ ⁴²	nuji1238	420	26.4154856	99.1285952		i n t + i n t
1411	50_forest	forest	Jinxing	Jinxing	tsɯ31suɑ̃55	tsɯ31suɑ̃55	ts ɯ ³¹ + s u/w ɑ̃ ⁵⁵		420	24.9259218	103.1237482		i n t + i m n t
1412	50_forest	forest	Dashi	Dashi	tʂɯ21jɚ55	tʂɯ21jɚ55	ʈʂ ɯ ²¹ + j ɚ/ə ⁵⁵		420	26.3530106	100.1930442		i n t + m n t
1413	50_forest	forest	Zhoucheng	Zhoucheng	tsɯ31sua35	tsɯ31sua35	ts ɯ ³¹ + s u/w a ³⁵	zhou1234	420	25.8958826	100.0988062		i n t + i m n t
1414	50_forest	forest	Mazhelong	Mazhelong	ɕen55koŋ33	ɕen55koŋ33	ɕ e n ⁵⁵ + k o ŋ ³³		420	24.1677209	104.1950232		i n c t + i n c t
#
1415	800_four	four	ProtoBai	Proto-Bai	sji4	sji4	s j i ⁴		1500				i m n t
1416	800_four	four	Tuoluo	Tuoluo	ɕi42	ɕi42	ɕ i ⁴²	tuol1234	1500	23.3833337	102.1839821		i n t
1417	800_four	four	Gongxing	Gongxing	ɕi24	ɕi24	ɕ i ²⁴		1500	27.0852794	99.1652452		i n t
1418	800_four	four	Enqi	Enqi	si55	si55	s i ⁵⁵	enqi1234	1500	26.4738155	99.1189832		i n t
1419	800_four	four	Ega	Ega	si44	si44	s i ⁴⁴	egab1234	1500	26.4858945	98.8528962		i n t
1420	800_four	four	Jinman	Jinman	ɕi44	ɕi44	ɕ i ⁴⁴	nuji1238	1500	26.4154856	99.1285952		i n t
1421	800_four	four	Jinxing	Jinxing	ɕi44	ɕi44	ɕ i ⁴⁴		1500	24.9259218	103.1237482		i n t
1422	800_four	four	Dashi	Dashi	ɕi44	ɕi44	ɕ i ⁴⁴		1500	26.3530106	100.1930442		i n t
1423	800_four	four	Zhoucheng	Zhoucheng	ɕi44	ɕi44	ɕ i ⁴⁴	zhou1234	1500	25.8958826	100.0988062		i n t
1424	800_four	four	Mazhelong	Mazhelong	ɕi44	ɕi44	ɕ i ⁴⁴		1500	24.1677209	104.1950232		i n t
#
1425	1069_fragrantsmell	fragrant (smell)	ProtoBai	Proto-Bai	ɕoŋ1	ɕoŋ1	ɕ o ŋ ¹		376				i n c t
1426	1069_fragrantsmell	fragrant (smell)	Tuoluo	Tuoluo	ɕoŋ55	ɕoŋ55	ɕ o ŋ ⁵⁵	tuol1234	376	23.3833337	102.1839821		i n c t
1427	1069_fragrantsmell	fragrant (smell)	Gongxing	Gongxing	ɕioŋ55	ɕioŋ55	ɕ i/j o ŋ ⁵⁵		376	27.0852794	99.1652452		i m n c t
1428	1069_fragrantsmell	fragrant (smell)	Enqi	Enqi	ɕio24	ɕio24	ɕ i/j o ²⁴	enqi1234	376	26.4738155	99.1189832		i m n t
1429	1069_fragrantsmell	fragrant (smell)	Ega	Ega	mɛ44	mɛ44	m ɛ ⁴⁴	egab1234	376	26.4858945	98.8528962		i n t
1430	1069_fragrantsmell	fragrant (smell)	Jinman	Jinman	ɕõ55	ɕõ55	ɕ õ ⁵⁵	nuji1238	376	26.4154856	99.1285952		i n t
1431	1069_fragrantsmell	fragrant (smell)	Jinxing	Jinxing	ɕiõ55	ɕiõ55	ɕ i õ ⁵⁵		376	24.9259218	103.1237482		i m n t
1432	1069_fragrantsmell	fragrant (smell)	Dashi	Dashi	ɕoŋ35	ɕoŋ35	ɕ o ŋ ³⁵		376	26.3530106	100.1930442		i n c t
1433	1069_fragrantsmell	fragrant (smell)	Zhoucheng	Zhoucheng	ɕou35	ɕou35	ɕ ou ³⁵	zhou1234	376	25.8958826	100.0988062		i n t
1434	1069_fragrantsmell	fragrant (smell)	Mazhelong	Mazhelong	ɕoŋ55	ɕoŋ55	ɕ o ŋ ⁵⁵		376	24.1677209	104.1950232		i n c t
#
1435	1048_fraud	fraud	ProtoBai	Proto-Bai	tɕa3	tɕa3	tɕ a ³		3069				i n t
1436	1048_fraud	fraud	Tuoluo	Tuoluo	tɕɔ21	tɕɔ21	tɕ ɔ ²¹	tuol1234	3069	23.3833337	102.1839821		i n t
1437	1048_fraud	fraud	Enqi	Enqi	(tɕia55a43tsi24)	tɕia55a43tsi24	tɕ i/j a ⁵⁵ + a ⁴³ + ts i ²⁴	enqi1234	3069	26.4738155	99.1189832		i m n t + n t + i n t
1438	1048_fraud	fraud	Ega	Ega	tɕa42	tɕa42	tɕ a ⁴²	egab1234	3069	26.4858945	98.8528962		i n t
1439	1048_fraud	fraud	Jinman	Jinman	(a42tʂɚ̃55)	a42tʂɚ̃55	a ⁴² + ʈʂ ɚ/ə̃ ⁵⁵	nuji1238	3069	26.4154856	99.1285952		n t + i n t
1440	1048_fraud	fraud	Jinxing	Jinxing	tɕiɑ31	tɕiɑ31	tɕ i ɑ ³¹		3069	24.9259218	103.1237482		i m n t
1441	1048_fraud	fraud	Dashi	Dashi	tɕia31	tɕia31	tɕ i/j a ³¹		3069	26.3530106	100.1930442		i m n t
1442	1048_fraud	fraud	Zhoucheng	Zhoucheng	tɕa31	tɕa31	tɕ a ³¹	zhou1234	3069	25.8958826	100.0988062		i n t
1443	1048_fraud	fraud	Mazhelong	Mazhelong	tɕa21	tɕa21	tɕ a ²¹		3069	24.1677209	104.1950232		i n t
#
1444	201_friend	friend	ProtoBai	Proto-Bai	dʑa4	dʑa4	dʑ a ⁴		1325				i n t
1445	201_friend	friend	Tuoluo	Tuoluo	ʐɔ42	ʐɔ42	ʐ ɔ ⁴²	tuol1234	1325	23.3833337	102.1839821		i n t
1446	201_friend	friend	Gongxing	Gongxing	dʑia21	dʑia21	dʑ i/j a ²¹		1325	27.0852794	99.1652452		i m n t
1447	201_friend	friend	Enqi	Enqi	tʣia21	tʣia21	dz i/j a ²¹	enqi1234	1325	26.4738155	99.1189832		i m n t
1448	201_friend	friend	Ega	Ega	tʣio42	tʣio42	dz i/j o ⁴²	egab1234	1325	26.4858945	98.8528962		i m n t
1449	201_friend	friend	Jinman	Jinman	tɕa42	tɕa42	tɕ a ⁴²	nuji1238	1325	26.4154856	99.1285952		i n t
1450	201_friend	friend	Jinxing	Jinxing	tɕiɑ42	tɕiɑ42	tɕ i ɑ ⁴²		1325	24.9259218	103.1237482		i m n t
1451	201_friend	friend	Dashi	Dashi	tɕia42	tɕia42	tɕ i/j a ⁴²		1325	26.3530106	100.1930442		i m n t
1452	201_friend	friend	Zhoucheng	Zhoucheng	tɕia42	tɕia42	tɕ i/j a ⁴²	zhou1234	1325	25.8958826	100.0988062		i m n t
1453	201_friend	friend	Mazhelong	Mazhelong	tɕʰa42	tɕʰa42	tɕʰ a ⁴²		1325	24.1677209	104.1950232		i n t
#
1454	349_frog	frog	ProtoBai	Proto-Bai	oŋ1	oŋ1	o ŋ ¹		503				n c t
1455	349_frog	frog	Tuoluo	Tuoluo	oŋ55(ma55)	oŋ55	o ŋ ⁵⁵	tuol1234	503	23.3833337	102.1839821		n c t
1456	349_frog	frog	Gongxing	Gongxing	õ12(mæ12)	õ12	õ ¹²		503	27.0852794	99.1652452		n t
1457	349_frog	frog	Enqi	Enqi	u21(mæ24)	u21	u ²¹	enqi1234	503	26.4738155	99.1189832		n t
1458	349_frog	frog	Ega	Ega	(dʑia42)õ21	õ21	õ ²¹	egab1234	503	26.4858945	98.8528962		n t
1459	349_frog	frog	Jinman	Jinman	õ21(mo55)	õ21	õ ²¹	nuji1238	503	26.4154856	99.1285952		n t
